,Unnamed: 0_src,MSD_src,form_src,eng_gloss_src,gitksan_gloss_src,morph_src,paradigm_i,Unnamed: 0_tgt,MSD_tgt,form_tgt,eng_gloss_tgt,gitksan_gloss_tgt,morph_tgt
734,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit,724,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t
735,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit,724,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit
736,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit,724,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t
737,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit,724,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw
738,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t,724,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit
740,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t,724,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit
741,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t,724,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t
742,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t,724,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw
743,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit,724,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit
744,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit,724,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t
746,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit,724,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t
747,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit,724,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw
748,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t,724,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit
749,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t,724,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t
750,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t,724,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit
752,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t,724,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw
753,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw,724,1004,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit
754,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw,724,1005,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t
755,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw,724,1001,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit
756,999,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw,724,1002,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t
759,325,ROOT,mesxw,red,mesxw,mesxw,117,328,ROOT;3.II,masxwt,red-3.II,mesxw-3.II,masxw-t
760,328,ROOT;3.II,masxwt,red-3.II,mesxw-3.II,masxw-t,117,325,ROOT,mesxw,red,mesxw,mesxw
763,930,ROOT;3.II,naX'nit,hear-3.II,naX'ni-3.II,nax̲'ni-t,664,929,ROOT,naX'ni,hear,naX'ni,nax̲'ni
764,929,ROOT,naX'ni,hear,naX'ni,nax̲'ni,664,930,ROOT;3.II,naX'nit,hear-3.II,naX'ni-3.II,nax̲'ni-t
767,887,ROOT;TR;1PL.II,Gosi'm,unable.I-TR-1PL.II,Gos-TR-1PL.II,g̲os-i-'m,619,885,ROOT,Gos,unable.I,Gos,g̲os
768,885,ROOT,Gos,unable.I,Gos,g̲os,619,887,ROOT;TR;1PL.II,Gosi'm,unable.I-TR-1PL.II,Gos-TR-1PL.II,g̲os-i-'m
771,214,ROOT;TR;3.II,'wayit,find-TR-3.II,'wa-TR-3.II,'wa-i-t,63,211,ROOT,'wa,find,'wa,'wa
772,214,ROOT;TR;3.II,'wayit,find-TR-3.II,'wa-TR-3.II,'wa-i-t,63,213,ROOT;3PL.II,'wadiit,find-3PL.II,'wa-3PL.II,'wa-diit
773,214,ROOT;TR;3.II,'wayit,find-TR-3.II,'wa-TR-3.II,'wa-i-t,63,215,ROOT;TR;1PL.II,'wayi'm,find-TR-1PL.II,'wa-TR-1PL.II,'wa-i-'m
774,211,ROOT,'wa,find,'wa,'wa,63,214,ROOT;TR;3.II,'wayit,find-TR-3.II,'wa-TR-3.II,'wa-i-t
776,211,ROOT,'wa,find,'wa,'wa,63,213,ROOT;3PL.II,'wadiit,find-3PL.II,'wa-3PL.II,'wa-diit
777,211,ROOT,'wa,find,'wa,'wa,63,215,ROOT;TR;1PL.II,'wayi'm,find-TR-1PL.II,'wa-TR-1PL.II,'wa-i-'m
778,213,ROOT;3PL.II,'wadiit,find-3PL.II,'wa-3PL.II,'wa-diit,63,214,ROOT;TR;3.II,'wayit,find-TR-3.II,'wa-TR-3.II,'wa-i-t
779,213,ROOT;3PL.II,'wadiit,find-3PL.II,'wa-3PL.II,'wa-diit,63,211,ROOT,'wa,find,'wa,'wa
781,213,ROOT;3PL.II,'wadiit,find-3PL.II,'wa-3PL.II,'wa-diit,63,215,ROOT;TR;1PL.II,'wayi'm,find-TR-1PL.II,'wa-TR-1PL.II,'wa-i-'m
782,215,ROOT;TR;1PL.II,'wayi'm,find-TR-1PL.II,'wa-TR-1PL.II,'wa-i-'m,63,214,ROOT;TR;3.II,'wayit,find-TR-3.II,'wa-TR-3.II,'wa-i-t
783,215,ROOT;TR;1PL.II,'wayi'm,find-TR-1PL.II,'wa-TR-1PL.II,'wa-i-'m,63,211,ROOT,'wa,find,'wa,'wa
784,215,ROOT;TR;1PL.II,'wayi'm,find-TR-1PL.II,'wa-TR-1PL.II,'wa-i-'m,63,213,ROOT;3PL.II,'wadiit,find-3PL.II,'wa-3PL.II,'wa-diit
787,944,ROOT,haky'o'o,bac,haky'o'o,haky'o'o,682,945,ROOT;3.II,haky'o'ot,back-3.II,haky'o'o-3.II,haky'o'o-t
788,945,ROOT;3.II,haky'o'ot,back-3.II,haky'o'o-3.II,haky'o'o-t,682,944,ROOT,haky'o'o,bac,haky'o'o,haky'o'o
791,229,ROOT;1PL.II,hlimoo'm,help-1PL.II,hlimoo-1PL.II,hlimoo-'m,72,228,ROOT;3.II,hlimoot,help-3.II,hlimoo-3.II,hlimoo-t
792,229,ROOT;1PL.II,hlimoo'm,help-1PL.II,hlimoo-1PL.II,hlimoo-'m,72,231,ROOT;TR;1PL.II,hlimooyi'm,help-TR-1PL.II,hlimoo-TR-1PL.II,hlimoo-i-'m
793,228,ROOT;3.II,hlimoot,help-3.II,hlimoo-3.II,hlimoo-t,72,229,ROOT;1PL.II,hlimoo'm,help-1PL.II,hlimoo-1PL.II,hlimoo-'m
795,228,ROOT;3.II,hlimoot,help-3.II,hlimoo-3.II,hlimoo-t,72,231,ROOT;TR;1PL.II,hlimooyi'm,help-TR-1PL.II,hlimoo-TR-1PL.II,hlimoo-i-'m
796,231,ROOT;TR;1PL.II,hlimooyi'm,help-TR-1PL.II,hlimoo-TR-1PL.II,hlimoo-i-'m,72,229,ROOT;1PL.II,hlimoo'm,help-1PL.II,hlimoo-1PL.II,hlimoo-'m
797,231,ROOT;TR;1PL.II,hlimooyi'm,help-TR-1PL.II,hlimoo-TR-1PL.II,hlimoo-i-'m,72,228,ROOT;3.II,hlimoot,help-3.II,hlimoo-3.II,hlimoo-t
800,1067,ROOT;3PL.II,dit'e'ldiit,COM-hurry-3PL.II,di-t'e'l-3PL.II,di-t'e'l-diit,773,1066,ROOT,dit'e'l,COM-hurry,di-t'e'l,di-t'e'l
801,1066,ROOT,dit'e'l,COM-hurry,di-t'e'l,di-t'e'l,773,1067,ROOT;3PL.II,dit'e'ldiit,COM-hurry-3PL.II,di-t'e'l-3PL.II,di-t'e'l-diit
804,582,ROOT;ATTR,bitxum,divorce-ATTR,bitxw-ATTR,bitxw-m,277,580,ROOT,bitxw,divorce,bitxw,bitxw
805,580,ROOT,bitxw,divorce,bitxw,bitxw,277,582,ROOT;ATTR,bitxum,divorce-ATTR,bitxw-ATTR,bitxw-m
808,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it,52,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit
809,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it,52,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o
810,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it,52,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m
811,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it,52,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t
812,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it,52,167,ROOT,yee,go,yee,yee
813,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit,52,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it
815,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit,52,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o
816,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit,52,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m
817,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit,52,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t
818,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit,52,167,ROOT,yee,go,yee,yee
819,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o,52,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it
820,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o,52,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit
822,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o,52,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m
823,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o,52,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t
824,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o,52,167,ROOT,yee,go,yee,yee
825,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m,52,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it
826,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m,52,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit
827,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m,52,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o
829,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m,52,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t
830,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m,52,167,ROOT,yee,go,yee,yee
831,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t,52,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it
832,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t,52,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit
833,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t,52,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o
834,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t,52,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m
836,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t,52,167,ROOT,yee,go,yee,yee
837,167,ROOT,yee,go,yee,yee,52,170,ROOT;PL;SX,hlo'ot,go.PL-SX,hlo'o.PL-SX,hlo'o-it
838,167,ROOT,yee,go,yee,yee,52,173,ROOT;PL;3PL.II,hlo'odiit,go.PL-3PL.II,hlo'o.PL-3PL.II,hlo'o-diit
839,167,ROOT,yee,go,yee,yee,52,168,ROOT;PL,hlo'o,go.PL,hlo'o.PL,hlo'o
840,167,ROOT,yee,go,yee,yee,52,172,ROOT;PL;1PL.II,hlo'o'm,go.PL-1PL.II,hlo'o.PL-1PL.II,hlo'o-'m
841,167,ROOT,yee,go,yee,yee,52,169,ROOT;3.II,yeet,go-3.II,yee-3.II,yee-t
844,1189,ROOT;3.II,xhliiguut,all.over-take-3.II,xhlii-guu-3.II,xhlii-guu-t,916,1188,ROOT,xhliiguu,all.over-take,xhlii-guu,xhlii-guu
845,1188,ROOT,xhliiguu,all.over-take,xhlii-guu,xhlii-guu,916,1189,ROOT;3.II,xhliiguut,all.over-take-3.II,xhlii-guu-3.II,xhlii-guu-t
848,399,ROOT;ATTR,gehlim,carve-ATTR,gehl-ATTR,gehl-m,160,398,ROOT,gehl,carve,gehl,gehl
849,398,ROOT,gehl,carve,gehl,gehl,160,399,ROOT;ATTR,gehlim,carve-ATTR,gehl-ATTR,gehl-m
852,440,ROOT;3PL.II,ha'wdiit,go.home-3PL.II,ha'w-3PL.II,ha'w-diit,172,441,ROOT;1SG.II,ha'wi'y,go.home-1SG.II,ha'w-1SG.II,ha'w-'y
853,440,ROOT;3PL.II,ha'wdiit,go.home-3PL.II,ha'w-3PL.II,ha'w-diit,172,439,ROOT;1PL.II,ha'wi'm,go.home-1PL.II,ha'w-1PL.II,ha'w-'m
854,440,ROOT;3PL.II,ha'wdiit,go.home-3PL.II,ha'w-3PL.II,ha'w-diit,172,437,ROOT,ha'w,go.home,ha'w,ha'w
855,441,ROOT;1SG.II,ha'wi'y,go.home-1SG.II,ha'w-1SG.II,ha'w-'y,172,440,ROOT;3PL.II,ha'wdiit,go.home-3PL.II,ha'w-3PL.II,ha'w-diit
857,441,ROOT;1SG.II,ha'wi'y,go.home-1SG.II,ha'w-1SG.II,ha'w-'y,172,439,ROOT;1PL.II,ha'wi'm,go.home-1PL.II,ha'w-1PL.II,ha'w-'m
858,441,ROOT;1SG.II,ha'wi'y,go.home-1SG.II,ha'w-1SG.II,ha'w-'y,172,437,ROOT,ha'w,go.home,ha'w,ha'w
859,439,ROOT;1PL.II,ha'wi'm,go.home-1PL.II,ha'w-1PL.II,ha'w-'m,172,440,ROOT;3PL.II,ha'wdiit,go.home-3PL.II,ha'w-3PL.II,ha'w-diit
860,439,ROOT;1PL.II,ha'wi'm,go.home-1PL.II,ha'w-1PL.II,ha'w-'m,172,441,ROOT;1SG.II,ha'wi'y,go.home-1SG.II,ha'w-1SG.II,ha'w-'y
862,439,ROOT;1PL.II,ha'wi'm,go.home-1PL.II,ha'w-1PL.II,ha'w-'m,172,437,ROOT,ha'w,go.home,ha'w,ha'w
863,437,ROOT,ha'w,go.home,ha'w,ha'w,172,440,ROOT;3PL.II,ha'wdiit,go.home-3PL.II,ha'w-3PL.II,ha'w-diit
864,437,ROOT,ha'w,go.home,ha'w,ha'w,172,441,ROOT;1SG.II,ha'wi'y,go.home-1SG.II,ha'w-1SG.II,ha'w-'y
865,437,ROOT,ha'w,go.home,ha'w,ha'w,172,439,ROOT;1PL.II,ha'wi'm,go.home-1PL.II,ha'w-1PL.II,ha'w-'m
868,1092,ROOT;3.II,midint,be.full.I-CAUS2-3.II,mit-in-3.II,mit-in-t,798,1091,ROOT,mitin,be.full.I-CAUS2,mit-in,mit-in
869,1091,ROOT,mitin,be.full.I-CAUS2,mit-in,mit-in,798,1092,ROOT;3.II,midint,be.full.I-CAUS2-3.II,mit-in-3.II,mit-in-t
872,692,ROOT;SX,t'ipXaadit,two.ANML-SX,t'ipXaat-SX,t'ipx̲aat-it,359,691,ROOT,t'ipXaat,two.ANML,t'ipXaat,t'ipx̲aat
873,691,ROOT,t'ipXaat,two.ANML,t'ipXaat,t'ipx̲aat,359,692,ROOT;SX,t'ipXaadit,two.ANML-SX,t'ipXaat-SX,t'ipx̲aat-it
876,753,ROOT;3.II,Goyp'aXt,bright-3.II,Goyp'aX-3.II,g̲oyp'ax̲-t,441,752,ROOT,Goyp'aX,bright,Goyp'aX,g̲oyp'ax̲
877,752,ROOT,Goyp'aX,bright,Goyp'aX,g̲oyp'ax̲,441,753,ROOT;3.II,Goyp'aXt,bright-3.II,Goyp'aX-3.II,g̲oyp'ax̲-t
880,1096,ROOT;3PL.II,diyeediit,COM-go.I-3PL.II,di-yee-3PL.II,di-yee-diit,799,1095,ROOT;3.II,diyeet,COM-go.I-3.II,di-yee-3.II,di-yee-t
881,1095,ROOT;3.II,diyeet,COM-go.I-3.II,di-yee-3.II,di-yee-t,799,1096,ROOT;3PL.II,diyeediit,COM-go.I-3PL.II,di-yee-3PL.II,di-yee-diit
884,1085,ROOT,haxwdekw,INS-shoot,ha-xwdekw,ha-xwdekw,787,1086,ROOT;3.II,haxwdekwt,INS-shoot-3.II,ha-xwdekw-3.II,ha-xwdekw-t
885,1086,ROOT;3.II,haxwdekwt,INS-shoot-3.II,ha-xwdekw-3.II,ha-xwdekw-t,787,1085,ROOT,haxwdekw,INS-shoot,ha-xwdekw,ha-xwdekw
888,963,ROOT,sit'aa,CAUS1-sit,si-t'aa,si-t'aa,695,966,ROOT;PL;3PL.II,siwendiit,CAUS1-sit.PL-3PL.II,si-wen.PL-3PL.II,si-wen-diit
889,966,ROOT;PL;3PL.II,siwendiit,CAUS1-sit.PL-3PL.II,si-wen.PL-3PL.II,si-wen-diit,695,963,ROOT,sit'aa,CAUS1-sit,si-t'aa,si-t'aa
892,529,ROOT;3.II,K'aKt,open-3.II,K'aK-3.II,k̲'ak̲-t,224,528,ROOT,K'aK,open,K'aK,k̲'ak̲
893,528,ROOT,K'aK,open,K'aK,k̲'ak̲,224,529,ROOT;3.II,K'aKt,open-3.II,K'aK-3.II,k̲'ak̲-t
896,505,ROOT;PL;3PL.II,gigi'ydiit,PL~look.for-3PL.II,PL~gi'y-3PL.II,CV~gi'y-diit,210,503,ROOT,gi'y,look.for,gi'y,gi'y
897,503,ROOT,gi'y,look.for,gi'y,gi'y,210,505,ROOT;PL;3PL.II,gigi'ydiit,PL~look.for-3PL.II,PL~gi'y-3PL.II,CV~gi'y-diit
900,319,ROOT,mo'on,salt,mo'on,mo'on,112,320,ROOT;3.II,mo'ont,salt-3.II,mo'on-3.II,mo'on-t
901,320,ROOT;3.II,mo'ont,salt-3.II,mo'on-3.II,mo'on-t,112,319,ROOT,mo'on,salt,mo'on,mo'on
904,1111,ROOT,ksibaXin,out-run-CAUS2,ksi-baX-in,ksi-bax̲-in,829,1112,ROOT;3PL.II,ksibahandiit,out-run-CAUS2-3PL.II,ksi-baX-in-3PL.II,ksi-bax̲-in-diit
905,1112,ROOT;3PL.II,ksibahandiit,out-run-CAUS2-3PL.II,ksi-baX-in-3PL.II,ksi-bax̲-in-diit,829,1111,ROOT,ksibaXin,out-run-CAUS2,ksi-baX-in,ksi-bax̲-in
908,523,ROOT;SX,gwile'lt,three-SX,gwile'l-SX,gwile'l-it,219,522,ROOT,gwile'l,three,gwile'l,gwile'l
909,522,ROOT,gwile'l,three,gwile'l,gwile'l,219,523,ROOT;SX,gwile'lt,three-SX,gwile'l-SX,gwile'l-it
912,636,ROOT,t'ehl,be.INAN,t'ehl,t'ehl,313,637,ROOT;3.II,t'et,be.INAN-3.II,t'ehl-3.II,t'ehl-t
913,637,ROOT;3.II,t'et,be.INAN-3.II,t'ehl-3.II,t'ehl-t,313,636,ROOT,t'ehl,be.INAN,t'ehl,t'ehl
916,367,ROOT;1SG.II,gudets'i'y,jacket-1SG.II,gwidats'-1SG.II,gudets'-'y,143,366,ROOT,gudets',jacket,gwidats',gudets'
917,366,ROOT,gudets',jacket,gwidats',gudets',143,367,ROOT;1SG.II,gudets'i'y,jacket-1SG.II,gwidats'-1SG.II,gudets'-'y
920,259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t,82,254,ROOT;PL,saks,leave.PL,seks.PL,saks
921,259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t,82,253,ROOT,daa'whl,leave,daa'whl,daa'whl
922,259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t,82,256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t
923,254,ROOT;PL,saks,leave.PL,seks.PL,saks,82,259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t
925,254,ROOT;PL,saks,leave.PL,seks.PL,saks,82,253,ROOT,daa'whl,leave,daa'whl,daa'whl
926,254,ROOT;PL,saks,leave.PL,seks.PL,saks,82,256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t
927,253,ROOT,daa'whl,leave,daa'whl,daa'whl,82,259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t
928,253,ROOT,daa'whl,leave,daa'whl,daa'whl,82,254,ROOT;PL,saks,leave.PL,seks.PL,saks
930,253,ROOT,daa'whl,leave,daa'whl,daa'whl,82,256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t
931,256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t,82,259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t
932,256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t,82,254,ROOT;PL,saks,leave.PL,seks.PL,saks
933,256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t,82,253,ROOT,daa'whl,leave,daa'whl,daa'whl
936,684,ROOT;3.II,hlept,deep-3.II,hlep-3.II,hlep-t,352,683,ROOT,hlep,deep,hlep,hlep
937,683,ROOT,hlep,deep,hlep,hlep,352,684,ROOT;3.II,hlept,deep-3.II,hlep-3.II,hlep-t
940,937,ROOT;3.II,hliguut,relative-3.II,hliguu-3.II,hliguu-t,670,936,ROOT,hliguu,relative,hliguu,hliguu
941,936,ROOT,hliguu,relative,hliguu,hliguu,670,937,ROOT;3.II,hliguut,relative-3.II,hliguu-3.II,hliguu-t
944,1274,ROOT;1SG.II,guts'uusgi'y,small.II-small.II-1SG.II,hlgu-hlgu-ts'uusk-ts'uusk-1SG.II,hlgu-ts'uusk-'y,1019,1273,ROOT,hlguhlguts'uuskts'uus,small.II-small.II,hlgu-hlgu-ts'uusk-ts'uus,hlgu-hlgu-ts'uusk-ts'uusk
945,1273,ROOT,hlguhlguts'uuskts'uus,small.II-small.II,hlgu-hlgu-ts'uusk-ts'uus,hlgu-hlgu-ts'uusk-ts'uusk,1019,1274,ROOT;1SG.II,guts'uusgi'y,small.II-small.II-1SG.II,hlgu-hlgu-ts'uusk-ts'uusk-1SG.II,hlgu-ts'uusk-'y
948,27,ROOT;2SG.II,sdik'eegwin,sibling-2SG.II,sdik'eekw-2SG.II,sdik'eekw-n,6,25,ROOT,sdik'eekw,siblin,sdik'eekw,sdik'eekw
949,25,ROOT,sdik'eekw,siblin,sdik'eekw,sdik'eekw,6,27,ROOT;2SG.II,sdik'eegwin,sibling-2SG.II,sdik'eekw-2SG.II,sdik'eekw-n
952,422,ROOT;3.II,laaGalt,examine-3.II,laaGal-3.II,laag̲al-t,167,421,ROOT,laaGal,examine,laaGal,laag̲al
953,421,ROOT,laaGal,examine,laaGal,laag̲al,167,422,ROOT;3.II,laaGalt,examine-3.II,laaGal-3.II,laag̲al-t
956,1141,ROOT;SX,ehldit'aat,all.night-sit-SX,ehldi-t'aa-SX,ehldi-t'aa-it,868,1140,ROOT,ehldit'aa,all.night-sit,ehldi-t'aa,ehldi-t'aa
957,1140,ROOT,ehldit'aa,all.night-sit,ehldi-t'aa,ehldi-t'aa,868,1141,ROOT;SX,ehldit'aat,all.night-sit-SX,ehldi-t'aa-SX,ehldi-t'aa-it
960,510,ROOT;3.II,gupt,eat-3.II,yooK-3.II,gup-t,213,511,ROOT;TR;3.II,gubit,eat-TR-3.II,yooK-TR-3.II,gup-i-t
961,510,ROOT;3.II,gupt,eat-3.II,yooK-3.II,gup-t,213,508,ROOT,yooK,eat,yooK,yook̲
962,511,ROOT;TR;3.II,gubit,eat-TR-3.II,yooK-TR-3.II,gup-i-t,213,510,ROOT;3.II,gupt,eat-3.II,yooK-3.II,gup-t
964,511,ROOT;TR;3.II,gubit,eat-TR-3.II,yooK-TR-3.II,gup-i-t,213,508,ROOT,yooK,eat,yooK,yook̲
965,508,ROOT,yooK,eat,yooK,yook̲,213,510,ROOT;3.II,gupt,eat-3.II,yooK-3.II,gup-t
