,MSD,form,eng_gloss,gitksan_gloss,morph,paradigm_i
2,ROOT;3.II,dulbint,near-CAUS2-3.II,dulb-in-3.II,dulp-in-t,732
0,ROOT,ansgi,NMLZ-lie.on,an-sgi,an-sgi,733
1,ROOT;3.II,ansgit,NMLZ-lie.on-3.II,an-sgi-3.II,an-sgi-t,733
0,ROOT,t'aain,sit-CAUS2,t'aa-in,t'aa-in,734
1,ROOT;3PL.II,t'aadindiit,sit-CAUS2-3PL.II,t'aa-in-3PL.II,t'aa-in-diit,734
0,ROOT,silget,COM-people,sil-get,sil-get,738
1,ROOT;1PL.II,silgedi'm,COM-people-1PL.II,sil-get-1PL.II,sil-get-'m,738
2,ROOT;3PL.II,silgetdiit,COM-people-3PL.II,sil-get-3PL.II,sil-get-diit,738
0,ROOT,kw'ootin,lost-CAUS2,kw'oot-in,kw'oot-in,739
1,ROOT;TR;1PL.II,kw'oodini'm,lost-CAUS2-TR-1PL.II,kw'oot-in-TR-1PL.II,kw'oot-in-i-'m??=?,739
0,ROOT,iksdein,tasty-CAUS2,iksde-in,iksde-in,741
1,ROOT;3.II,iksdedint,tasty-CAUS2-3.II,iksde-in-3.II,iksde-in-t,741
0,ROOT,Xanaa,EXPR-bread,X-anaa,x̲-anaax,742
1,ROOT;1PL.II,Xa'naayi'm,EXPR-bread-1PL.II,X-anaax-1PL.II,x̲-anaax-'m,742
0,ROOT,k'eeKin,flee-CAUS2,k'eeK-in,k'eek̲-in,743
1,ROOT;1PL.II,k'eeGani'm,flee-CAUS2-1PL.II,k'eeK-in-1PL.II,k'eek̲-in-'m,743
2,ROOT;PL;3PL.II,huudindiit,flee.PL-CAUS2-3PL.II,_,huut-in-diit,743
3,ROOT;PL;TR;1PL.II,huudini'm,flee.PL-CAUS2-TR-1PL.II,_,huut-in-i-'m,743
0,ROOT,didi'y,COM-look.after,di-di'y,di-di'y,744
1,ROOT;3PL.II,didi'ydiit,COM-look.after-3PL.II,di-di'y-3PL.II,di-di'y-diit,744
0,ROOT,asdin,PFX-heavy,a-sdin,a-sdin,745
1,ROOT;3.II,asdint,PFX-heavy-3.II,a-sdin-3.II,a-sdin-t,745
0,ROOT,ant'aahl,NMLZ-pick.berries,an-t'aahl,an-t'aahl,746
1,ROOT;3.II,ant'aat,NMLZ-pick.berries-3.II,an-t'aahl-3.II,an-t'aahl-t,746
0,ROOT,Xmaa'y,EXPR-berry,X-maa'y,x̲-maa'y,747
1,ROOT;1PL.II,Xmaa'yi'm,EXPR-berry-1PL.II,X-maa'y-1PL.II,x̲-maa'y-'m,747
0,ROOT,simaa'y,CAUS1-berry,si-maa'y,si-maa'y,748
1,ROOT;1PL.II,simaa'yi'm,CAUS1-berry-1PL.II,si-maa'y-1PL.II,si-maa'y-'m,748
0,ROOT,didilst,COM-live,di-dilst,di-dilst,750
1,ROOT;3PL.II,didilsdiit,COM-live-3PL.II,di-dilst-3PL.II,di-dilst-diit,750
0,ROOT,XsdemK,PFX-exert,Xs-demK,x̲s-demk̲,752
2,ROOT;ATTR,XsdemGam,PFX-exert-ATTR,Xs-demK-ATTR,x̲s-demk̲-m,752
0,ROOT,hooyin,use-CAUS2,hooy-in,hooy-in,753
1,ROOT;3PL.II,hooyindiit,use-CAUS2-3PL.II,hooy-in-3PL.II,hooy-in-diit,753
0,ROOT,baXin,run-CAUS2,baX-in,bax̲-in,755
1,ROOT;1PL.II,bahani'm,run-CAUS2-1PL.II,baX-in-1PL.II,bax̲-in-'m,755
0,ROOT,Goodain,all.gone-CAUS2,Gooda-in,g̲ooda-in,756
1,ROOT;1PL.II,Goodini'm,all.gone-CAUS2-1PL.II,Gooda-in-1PL.II,g̲ooda-in-'m,756
2,ROOT;PL;3PL.II,GatGoodindiit,PL~all.gone-CAUS2-3PL.II,PL~Gooda-in-3PL.II,CVC~g̲ooda-in-diit,756
0,ROOT,ansdo'o,NMLZ-half,an-sdo'o,an-sdo'o,758
1,ROOT;3.II,ansdo'ot,NMLZ-half-3.II,an-sdo'o-3.II,an-sdo'o-t,758
0,ROOT,sihlguuhlxw,CAUS1-offsprin,si-hlguuhlxw,si-hlguuhlxw,759
1,ROOT;3.II,sihlguuhlxwt,CAUS1-offspring-3.II,si-hlguuhlxw-3.II,si-hlguuhlxw-t,759
0,ROOT,anwil,NMLZ-be/do,an-wil,an-wil,763
1,ROOT;3.II,anwilt,NMLZ-be/do-3.II,an-wil-3.II,an-wil-t,763
0,ROOT,haaXin,suffer-CAUS2,haaX-in,haax̲-in,765
1,ROOT;PL;3.II,haXhaaK'ant,PL~suffer-CAUS2-3.II,PL~haaX-in-3.II,CVC~haax̲-in-t,765
0,ROOT,anma'us,NMLZ-play,an-ma'us,an-ma'us,767
1,ROOT;3PL.II,anma'usdiit,NMLZ-play-3PL.II,an-ma'us-3PL.II,an-ma'us-diit,767
0,ROOT,simihl,CAUS1-burn,si-mihl,si-mihl,769
1,ROOT;3PL.II,simihldiit,CAUS1-burn-3PL.II,si-mihl-3PL.II,si-mihl-diit,769
0,ROOT,ha'win,stop-CAUS2,ha'w-in,ha'w-in,771
1,ROOT;3.II,ha'widint,stop-CAUS2-3.II,ha'w-in-3.II,ha'w-in-t,771
0,ROOT,dit'e'l,COM-hurry,di-t'e'l,di-t'e'l,773
1,ROOT;3PL.II,dit'e'ldiit,COM-hurry-3PL.II,di-t'e'l-3PL.II,di-t'e'l-diit,773
0,ROOT,sianlayt'i,CAUS1-NMLZ-debar,si-an-layt'i,si-an-layt'ix,774
1,ROOT;3PL.II,sa'anlayt'ixdiit,CAUS1-NMLZ-debark-3PL.II,si-an-layt'ix-3PL.II,si-an-layt'ix-diit,774
0,ROOT,sisgi,CAUS1-lie.on,si-sgi,si-sgi,775
1,ROOT;3.II,sisgit,CAUS1-lie.on-3.II,si-sgi-3.II,si-sgi-t,775
0,ROOT,jiksin,moist-CAUS2,jiks-in,jiks-in,777
1,ROOT;3PL.II,jiksindiit,moist-CAUS2-3PL.II,jiks-in-3PL.II,jiks-in-diit,777
2,ROOT;PL;3PL.II,jixjiksindiit,PL~moist-CAUS2-3PL.II,PL~jiks-in-3PL.II,CVC~jiks-in-diit,777
0,ROOT,siK'ap,CAUS1-part,si-K'ap,si-k̲'ap,778
1,ROOT;3PL.II,saK'apdiit,CAUS1-part-3PL.II,si-K'ap-3PL.II,si-k̲'ap-diit,778
0,ROOT,'wits'in,mash-CAUS2,'wits'-in,'wits'-in,779
1,ROOT;3PL.II,'wits'indiit,mash-CAUS2-3PL.II,'wits'-in-3PL.II,'wits'-in-diit,779
0,ROOT,tK'a'ain,flat-CAUS2,tK'a'a-in,tk̲'a'a-in,781
1,ROOT;3PL.II,tK'a'andiit,flat-CAUS2-3PL.II,tK'a'a-in-3PL.II,tk̲'a'a-in-diit,781
0,ROOT,guksin,soak-CAUS2,guks-in,guks-in,783
1,ROOT;3.II,guksint,soak-CAUS2-3.II,guks-in-3.II,guks-in-t,783
0,ROOT,anbisxw,NMLZ-expect,an-bisxw,an-bisxw,786
1,ROOT;SX,anbisxwit,NMLZ-expect-SX,an-bisxw-SX,an-bisxw-it,786
0,ROOT,haxwdekw,INS-shoot,ha-xwdekw,ha-xwdekw,787
1,ROOT;3.II,haxwdekwt,INS-shoot-3.II,ha-xwdekw-3.II,ha-xwdekw-t,787
0,ROOT,ts'iigwin,leak-CAUS2,ts'iigw-in,ts'iigw-in,790
1,ROOT;TR;1PL.II,ts'iigwini'm,leak-CAUS2-TR-1PL.II,ts'iigw-in-TR-1PL.II,ts'iigw-in-i-'m,790
0,ROOT,siget,CAUS1-people,si-get,si-get,792
1,ROOT;ATTR,sigedim,CAUS1-people-ATTR,si-get-ATTR,si-get-m,792
0,ROOT,mitin,be.full.I-CAUS2,mit-in,mit-in,798
1,ROOT;3.II,midint,be.full.I-CAUS2-3.II,mit-in-3.II,mit-in-t,798
2,ROOT;3PL.II,midindiit,be.full.I-CAUS2-3PL.II,mit-in-3PL.II,mit-in-diit,798
0,ROOT,diyee,COM-go.I,di-yee,di-yee,799
1,ROOT;3.II,diyeet,COM-go.I-3.II,di-yee-3.II,di-yee-t,799
2,ROOT;3PL.II,diyeediit,COM-go.I-3PL.II,di-yee-3PL.II,di-yee-diit,799
0,ROOT,XshaneeK,PFX-smell.I,Xs-haneeK,x̲s-haneek̲,802
1,ROOT;3.II,XshaneeKt,PFX-smell.I-3.II,Xs-haneeK-3.II,x̲s-haneek̲-t,802
0,ROOT,yukwsin,join.II-CAUS2,yukws-in,yukws-in,806
1,ROOT;3PL.II,yukwsindiit,join.II-CAUS2-3PL.II,yukws-in-3PL.II,yukws-in-diit,806
0,ROOT,gwilain,blanket.I-CAUS2,gwila-in,gwila-in,808
1,ROOT;3PL.II,gwiladindiit,blanket.I-CAUS2-3PL.II,gwila-in-3PL.II,gwila-in-diit,808
0,ROOT,hlenin,move.I-CAUS2,hlen-in,hlen-in,809
1,ROOT;3PL.II,hlendindiit,move.I-CAUS2-3PL.II,hlen-in-3PL.II,hlen-in-diit,809
0,ROOT,gwilain,blanket-CAUS2,gwila-in,gwila-in,816
1,ROOT;3.II,gwiladint,blanket-CAUS2-3.II,gwila-in-3.II,gwila-in-t,816
0,ROOT,xsididaa'whl,out-COM-leave,xsi-di-daa'whl,xsi-di-daa'whl,827
1,ROOT;3.II,xsididaa'whlt,out-COM-leave-3.II,xsi-di-daa'whl-3.II,xsi-di-daa'whl-t,827
0,ROOT,saGaytGootin,together-heart-CAUS2,saGayt-Goot-in,sag̲ayt-g̲oot-in,828
1,ROOT;3.II,saGaytGoodint,together-heart-CAUS2-3.II,saGayt-Goot-in-3.II,sag̲ayt-g̲oot-in-t,828
0,ROOT,ksibaXin,out-run-CAUS2,ksi-baX-in,ksi-bax̲-in,829
1,ROOT;3PL.II,ksibahandiit,out-run-CAUS2-3PL.II,ksi-baX-in-3PL.II,ksi-bax̲-in-diit,829
0,ROOT,liksgetin,strange-character-CAUS2,liks-get-in,liks-get-in,831
1,ROOT;3PL.II,liksgedindiit,strange-character-CAUS2-3PL.II,liks-get-in-3PL.II,liks-get-in-diit,831
0,ROOT,saGaytGoodain,together-all.gone-CAUS2,saGayt-Gooda-in,sag̲ayt-g̲ooda-in,833
1,ROOT;3.II,saGaytGoodint,together-all.gone-CAUS2-3.II,saGayt-Gooda-in-3.II,sag̲ayt-g̲ooda-in-t,833
2,ROOT;3PL.II,saGaytGoodindiit,together-all.gone-CAUS2-3PL.II,saGayt-Gooda-in-3PL.II,sag̲ayt-g̲ooda-in-diit,833
0,ROOT,ha'niiGoot,INS-on.II-heart,ha-'nii-Goot,ha-'nii-g̲oot,834
1,ROOT;3PL.II,ha'niiGootdiit,INS-on.II-heart-3PL.II,ha-'nii-Goot-3PL.II,ha-'nii-g̲oot-diit,834
2,ROOT;1SG.II,ha'niiGoodi'y,INS-on.II-heart-1SG.II,ha-'nii-Goot-1SG.II,ha-'nii-g̲oot-'y,834
0,ROOT,ha'niijoK,INS-on.II-dwell,ha-'nii-joK,ha-'nii-jok̲,840
1,ROOT;3.II,ha'niijoKt,INS-on.II-dwell-3.II,ha-'nii-joK-3.II,ha-'nii-jok̲-t,840
1,ROOT,tK'alhuksin,against-join.I-CAUS2,tK'al-huks-in,tk̲'al-huks-in,841
3,ROOT;3PL.II,tK'alhuksindiit,against-join.I-CAUS2-3PL.II,tK'al-huks-in-3PL.II,tk̲'al-huks-in-diit,841
0,ROOT,ha'niijoK,INS-on-dwell,ha-'nii-joK,ha-'nii-jok̲,847
1,ROOT;1PL.II,ha'niijoGa'm,INS-on-dwell-1PL.II,ha-'nii-joK-1PL.II,ha-'nii-jok̲-'m,847
0,ROOT,luu'nu'w,in-die,luu-'nu'w,luu-'nu'w,853
1,ROOT;3.II,luu'nu'wt,in-die-3.II,luu-'nu'w-3.II,luu-'nu'w-t,853
0,ROOT,saGaytGoot,together-heart,saGayt-Goot,sag̲ayt-g̲oot,860
1,ROOT;3PL,saGaytGootda,together-heart-3PL,saGayt-Goot-3PL,sag̲ayt-g̲oot-da,860
3,ROOT;3PL.II,saGaytGootdiit,together-heart-3PL.II,saGayt-Goot-3PL.II,sag̲ayt-g̲oot-diit,860
0,ROOT,saGaytGooda,together-all.gone,saGayt-Gooda,sag̲ayt-g̲ooda,862
1,ROOT;3.II,saGaytGoodat,together-all.gone-3.II,saGayt-Gooda-3.II,sag̲ayt-g̲ooda-t,862
0,ROOT,luujoK,in-dwell,luu-joK,luu-jok̲,865
1,ROOT;SX,luujoGat,in-dwell-SX,luu-joK-SX,luu-jok̲-it,865
0,ROOT,sGat'aa,blocking.way-sit,sGa-t'aa,sg̲a-t'aa,866
1,ROOT;3.II,sGat'aat,blocking.way-sit-3.II,sGa-t'aa-3.II,sg̲a-t'aa-t,866
0,ROOT,aluut'aa,clearly-sit,aluu-t'aa,aluu-t'aa,867
1,ROOT;3.II,aluut'aat,clearly-sit-3.II,aluu-t'aa-3.II,aluu-t'aa-t,867
0,ROOT,ehldit'aa,all.night-sit,ehldi-t'aa,ehldi-t'aa,868
1,ROOT;SX,ehldit'aat,all.night-sit-SX,ehldi-t'aa-SX,ehldi-t'aa-it,868
0,ROOT,sinhun,hunt-salmon,sin-hun,sin-hun,873
1,ROOT;SX,sinhunt,hunt-salmon-SX,sin-hun-SX,sin-hun-it,873
2,ROOT;3.II,sinhunt,hunt-salmon-3.II,sin-hun-3.II,sin-hun-t,873
0,ROOT,luusgi,in-lie.on,luu-sgi,luu-sgi,875
1,ROOT;3.II,luusgit,in-lie.on-3.II,luu-sgi-3.II,luu-sgi-t,875
0,ROOT,baXyuxw,uphill-follow,baX-yuxw,bax̲-yuxw,876
1,ROOT;3PL.II,baXyuxwdiithl,uphill-follow-3PL.II,baX-yuxw-3PL.II,bax̲-yuxw-diit,876
0,ROOT,luuyuxw,in-follow,luu-yuxw,luu-yuxw,877
1,ROOT;3PL.II,luuyuxwdiit,in-follow-3PL.II,luu-yuxw-3PL.II,luu-yuxw-diit,877
0,ROOT,saalukw,away/off-move.location,saa-lukw,saa-lukw,882
1,ROOT;3PL.II,saalukwdiit,away/off-move.location-3PL.II,saa-lukw-3PL.II,saa-lukw-diit,882
1,ROOT,ame,used.for-say,am-he,am-he,886
2,ROOT;3.II,amet,used.for-say-3.II,am-he-3.II,am-he-t,886
1,ROOT,Galts'ep,container-village.people,Gal-ts'ep,g̲al-ts'ep,887
2,ROOT;PL,Galjipts'ep,container-PL~village.people,_,g̲al-CVC~ts'ep,887
3,ROOT;3.II,Galts'ept,container-village.people-3.II,Gal-ts'ep-3.II,g̲al-ts'ep-t,887
4,ROOT;1PL.II,Galts'ebi'm,container-village.people-1PL.II,Gal-ts'ep-1PL.II,g̲al-ts'ep-'m,887
5,ROOT;3PL.II,Galts'epdiit,container-village.people-3PL.II,Gal-ts'ep-3PL.II,g̲al-ts'ep-diit,887
6,ROOT;1SG.II,Galts'ebi'y,container-village.people-1SG.II,Gal-ts'ep-1SG.II,g̲al-ts'ep-'y,887
0,ROOT,ksi'wa,out-find,ksi-'wa,ksi-'wa,888
1,ROOT;3PL.II,ksi'wadiit,out-find-3PL.II,ksi-'wa-3PL.II,ksi-'wa-diit,888
0,ROOT,'nii'wa,on-find,'nii-'wa,'nii-'wa,890
1,ROOT;3PL.II,'nii'wadiit,on-find-3PL.II,'nii-'wa-3PL.II,'nii-'wa-diit,890
0,ROOT,sGa'wa,blocking.way-find,sGa-'wa,sg̲a-'wa,891
1,ROOT;3.II,sGa'wat,blocking.way-find-3.II,sGa-'wa-3.II,sg̲a-'wa-t,891
2,ROOT;3PL.II,sGa'wadiit,blocking.way-find-3PL.II,sGa-'wa-3PL.II,sg̲a-'wa-diit,891
0,ROOT,ksimaas,out-bar,ksi-maas,ksi-maas,897
1,ROOT;3PL.II,ksimaasdiit,out-bark-3PL.II,ksi-maas-3PL.II,ksi-maas-diit,897
0,ROOT,xsa'aKxw,out-attain,xsa-'aKxw,xsa-'ak̲xw,899
1,ROOT;1SG.II,xsa'aKxwi'y,out-attain-1SG.II,xsa-'aKxw-1SG.II,xsa-'ak̲xw-'y,899
0,ROOT,xsiga'a,out-see,xsi-ga'a,xsi-ga'a,901
1,ROOT;TR;3.II,xsiga'at,out-see-TR-3.II,xsi-ga'a-TR-3.II,xsi-ga'a-i-t,901
0,ROOT,gidiiguu,halt-take,gidii-guu,gidii-guu,904
1,ROOT;PL,gidiidoK,halt-take.PL,gidii-doK.PL,gidii-dok̲,904
2,ROOT;PL;3.II,gidiidoKt,halt-take.PL-3.II,gidii-doK.PL-3.II,gidii-dok̲-t,904
3,ROOT;PL;3PL.II,gidiidoKdiit,halt-take.PL-3PL.II,gidii-doK.PL-3PL.II,gidii-dok̲-diit,904
0,ROOT,tk'utk'utk'utk'udaa,around-around-outer.surface,tk'u-tk'u-tk'u-tk'u-daa,tk'u-tk'u-tk'u-tk'u-daax,906
1,ROOT;3.II,k'utk'udaaxt,around-around-outer.surface-3.II,tk'u-tk'u-tk'u-tk'u-daax-3.II,tk'u-tk'u-daax-t,906
0,ROOT,sGat'akw,blocking.way-twist,sGa-t'akw,sg̲a-t'akw,908
1,ROOT;3.II,sGat'akwt,blocking.way-twist-3.II,sGa-t'akw-3.II,sg̲a-t'akw-t,908
0,ROOT,luut'ipdaa'whl,in-sharply.down-leave,luu-t'ip-daa'whl,luu-t'ip-daa'whl,910
1,ROOT;3.II,luut'ipdaa'wt,in-sharply.down-leave-3.II,luu-t'ip-daa'whl-3.II,luu-t'ip-daa'whl-t,910
0,ROOT,tk'idaa'whl,drop-leave,tk'i-daa'whl,tk'i-daa'whl,912
1,ROOT;3.II,k'idaa'wt,drop-leave-3.II,tk'i-daa'whl-3.II,tk'i-daa'whl-t,912
1,ROOT,sbaGaytGan,among-tree,sbaGayt-Gan,sbag̲ayt-g̲an,915
2,ROOT;PL,sbaGaytGanGan,among-PL~tree,_,sbag̲ayt-CVC~g̲an,915
0,ROOT,xhliiguu,all.over-take,xhlii-guu,xhlii-guu,916
1,ROOT;3.II,xhliiguut,all.over-take-3.II,xhlii-guu-3.II,xhlii-guu-t,916
0,ROOT,K'ay'mes,still-grow,K'ay-'mes,k̲'ay-'mes,917
1,ROOT;1SG.II,K'ay'mesi'y,still-grow-1SG.II,K'ay-'mes-1SG.II,k̲'ay-'mes-'y,917
0,ROOT,lixsgat,strange-character,lixs-gat,lixs-gat,918
4,ROOT;ATTR,lixsgadim,strange-character-ATTR,lixs-gat-ATTR,lixs-gat-m,918
0,ROOT,daXgat,firm-character,daX-get,dax̲-gat,919
2,ROOT;ATTR,daXgadim,firm-character-ATTR,daX-get-ATTR,dax̲-gat-m,919
4,ROOT;3.II,daXgett,firm-character-3.II,daX-get-3.II,dax̲-get-t,919
5,ROOT;1PL.II,daXgedi'm,firm-character-1PL.II,daX-get-1PL.II,dax̲-get-'m,919
0,ROOT,gi'namhlguuhlxw,give-child,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw,920
1,ROOT;ATTR,gi'namhlxum,give-child-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m,920
1,ROOT,K'amksiwaamX,white.people-language,K'amksiwaa-mX,k̲'amksiwaa-mx̲,922
2,ROOT;3PL.II,K'amksiwaamXdiit,white.people-language-3PL.II,K'amksiwaa-mX-3PL.II,k̲'amksiwaa-mx̲-diit,922
3,ROOT,lim'oo'y,song-ancient,limx-'oo'y,limx-'oo'y,926
5,ROOT;3.II,lim'oo'yt,song-ancient-3.II,limx-'oo'y-3.II,limx-oo'y-t,926
0,ROOT,aXalgaX,lack-speech,aX-algaX,ax̲-algax̲,930
1,ROOT;1SG.II,aX'algaGa'y,lack-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y,930
0,ROOT,hlguts'uus,small-be.small,hlgu-ts'uus,hlgu-ts'uusk,931
2,ROOT;3.II,hlguts'uusxt,small-be.small-3.II,hlgu-ts'uusk-3.II,hlgu-ts'uusx-t,931
4,ROOT;1PL.II,hlguts'uusgi'm,small-be.small-1PL.II,hlgu-ts'uusk-1PL.II,hlgu-ts'uusk-'m,931
6,ROOT;1SG.II,hlguts'uusgi'y,small-be.small-1SG.II,hlgu-ts'uusk-1SG.II,hlgu-ts'uusk-'y,931
0,ROOT,t'ilXoo,overseer.of-mind,t'il-Xoo,t'il-x̲oo,933
1,ROOT;3PL.II,t'ilXo'odiit,overseer.of-mind-3PL.II,t'il-Xoo-3PL.II,t'il-x̲oo-diit,933
3,ROOT;1SG.II,t'ilXoo'y,overseer.of-mind-1SG.II,t'il-Xoo-1SG.II,t'il-x̲oo-'y,933
0,ROOT,hasbagyoo,upside.down-doc,hasba-gyoo,hasba-gyoo,934
1,ROOT;3.II,hasbagyoot,upside.down-dock-3.II,hasba-gyoo-3.II,hasba-gyoo-t,934
0,ROOT,hanwilaakw,bad-do.something.to,han-wilaakw,han-wilaakw,939
1,ROOT;3.II,hanwilaakwt,bad-do.something.to-3.II,han-wilaakw-3.II,han-wilaakw-t,939
0,ROOT,luuhitxwGoot,in-cry.out-heart,luu-hitxw-Goot,luu-hitxw-g̲oot,941
1,ROOT;3PL.II,luuhitxwGootdiit,in-cry.out-heart-3PL.II,luu-hitxw-Goot-3PL.II,luu-hitxw-g̲oot-diit,941
0,ROOT,laXyip,on-land,laX-yip,lax̲-yip,943
1,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it,943
2,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t,943
3,ROOT;1PL.II,laXyibi'm,on-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m,943
4,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,943
0,ROOT,anuuaats'ip,direction.of-door,anuu-aats'ip,anuu-aats'ip,946
1,ROOT;3.II,an'aats'ipt,direction.of-door-3.II,anuu-aats'ip-3.II,anuu-aats'ip-t,946
0,ROOT,luutK'alno'o,in-against-hole,luu-tK'al-no'o,luu-tk̲'al-no'o,947
1,ROOT;3.II,luutK'alno'ot,in-against-hole-3.II,luu-tK'al-no'o-3.II,luu-tk̲'al-no'o-t,947
0,ROOT,suuhlo'o,away-appear,suu-hlo'o,suu-hlo'o,950
1,ROOT;3PL.II,suuhlo'odiit,away-appear-3PL.II,suu-hlo'o-3PL.II,suu-hlo'o-diit,950
1,ROOT,laX'u,on-top,laX-u,lax̲-u,951
2,ROOT;3.II,laX'ut,on-top-3.II,laX-u-3.II,lax̲-u-t,951
0,ROOT,ayawaatxw,shout-cry,aya-waatxw,aya-waatxw,958
1,ROOT;3.II,ayawaatxwt,shout-cry-3.II,aya-waatxw-3.II,aya-waatxw-t,958
2,ROOT;3PL.II,ayawaatxwdiit,shout-cry-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit,958
0,ROOT,tK'alyee,against-go,tK'al-yee,tk̲'al-yee,959
1,ROOT;3.II,tK'alyeet,against-go-3.II,tK'al-yee-3.II,tk̲'al-yee-t,959
0,ROOT,gilhlaxw,avoid-under,gil-hlaxw,gil-hlaxw,963
1,ROOT;3.II,gilhlaxwt,avoid-under-3.II,gil-hlaxw-3.II,gil-hlaxw-t,963
0,ROOT,t'imGes,surface-hair,t'im-Ges,t'im-g̲es,964
1,ROOT;3.II,t'imGest,surface-hair-3.II,t'im-Ges-3.II,t'im-g̲es-t,964
0,ROOT,gigeeni,place-upriver,gi-geeni,gi-geenix,967
1,ROOT;3.II,gigeenixt,place-upriver-3.II,gi-geenix-3.II,gi-geenix-t,967
0,ROOT,amhalayt,used.for-shaman,am-halayt,am-halayt,969
1,ROOT;3.II,amhalaytt,used.for-shaman-3.II,am-halayt-3.II,am-halayt-t,969
0,ROOT,sbaaKhlxw,horizontally.off-attain,sba-aKhlxw,sba-ak̲hlxw,977
1,ROOT;3.II,sba'aKhlxwt,horizontally.off-attain-3.II,sba-aKhlxw-3.II,sba-ak̲hlxw-t,977
0,ROOT,laXyip,on.I-land,laX-yip,lax̲-yip,980
1,ROOT;SX,laXyibit,on.I-land-SX,laX-yip-SX,lax̲-yip-it,980
2,ROOT;1PL.II,laXyibi'm,on.I-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m,980
3,ROOT;3PL.II,laXyipdiit,on.I-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,980
0,ROOT,'nii'wa,on.II-find,'nii-'wa,'nii-'wa,982
1,ROOT;3PL.II,'nii'wadiit,on.II-find-3PL.II,'nii-'wa-3PL.II,'nii-'wa-diit,982
0,ROOT,luuyuxw,in.I-follow,luu-yuxw,luu-yuxw,990
1,ROOT;3PL.II,luuyuxwdiit,in.I-follow-3PL.II,luu-yuxw-3PL.II,luu-yuxw-diit,990
0,ROOT,luusgi,in.I-lie.on,luu-sgi,luu-sgi,995
1,ROOT;3.II,luusgit,in.I-lie.on-3.II,luu-sgi-3.II,luu-sgi-t,995
0,ROOT,luujoK,in.I-dwell,luu-joK,luu-jok̲,1000
1,ROOT;SX,luujoGat,in.I-dwell-SX,luu-joK-SX,luu-jok̲-it,1000
0,ROOT,luuhitxwGoot,in.I-cry.out-heart,luu-hitxw-Goot,luu-hitxw-g̲oot,1001
1,ROOT;3PL.II,luuhitxwGootdiit,in.I-cry.out-heart-3PL.II,luu-hitxw-Goot-3PL.II,luu-hitxw-g̲oot-diit,1001
0,ROOT,sinhun,hunt.II-salmon,sin-hun,sin-hun,1005
1,ROOT;SX,sinhunt,hunt.II-salmon-SX,sin-hun-SX,sin-hun-it,1005
0,ROOT,Galts'ep,container.I-village.people,Gal-ts'ep,g̲al-ts'ep,1011
2,ROOT;PL,Galjipts'ep,container.I-PL~village.people,_,g̲al-CVC~ts'ep,1011
3,ROOT;1PL.II,Galts'ebi'm,container.I-village.people-1PL.II,Gal-ts'ep-1PL.II,g̲al-ts'ep-'m,1011
4,ROOT;3PL.II,Galts'epdiit,container.I-village.people-3PL.II,Gal-ts'ep-3PL.II,g̲al-ts'ep-diit,1011
5,ROOT;1SG.II,Galts'ebi'y,container.I-village.people-1SG.II,Gal-ts'ep-1SG.II,g̲al-ts'ep-'y,1011
0,ROOT,hlgut'ihlxw,small.I-child,hlgu-t'ihlxw,hlgu-t'ihlxw,1017
1,ROOT;1SG.II,gut'ihlxwi'y,small.I-child-1SG.II,hlgu-t'ihlxw-1SG.II,hlgu-t'ihlxw-'y,1017
0,ROOT,hlguts'uus,small.I-be.small.I,hlgu-ts'uus,hlgu-ts'uusx,1018
3,ROOT;1PL.II,hlguts'uusgi'm,small.I-be.small.I-1PL.II,hlgu-ts'uusx-1PL.II,hlgu-ts'uusk-'m,1018
5,ROOT;1SG.II,hlguts'uusgi'y,small.I-be.small.I-1SG.II,hlgu-ts'uusx-1SG.II,hlgu-ts'uusk-'y,1018
0,ROOT,hlguhlguts'uuskts'uus,small.II-small.II,hlgu-hlgu-ts'uusk-ts'uus,hlgu-hlgu-ts'uusk-ts'uusk,1019
1,ROOT;1SG.II,guts'uusgi'y,small.II-small.II-1SG.II,hlgu-hlgu-ts'uusk-ts'uusk-1SG.II,hlgu-ts'uusk-'y,1019
0,ROOT,ayawaatxw,shout-cry.I,aya-waatxw,aya-waatxw,1023
1,ROOT;3.II,ayawaatxwt,shout-cry.I-3.II,aya-waatxw-3.II,aya-waatxw-t,1023
2,ROOT;3PL.II,ayawaatxwdiit,shout-cry.I-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit,1023
0,ROOT,hlgut'ihlxw,small-child.I,hlgu-t'ihlxw,hlgu-t'ihlxw,1024
1,ROOT;1SG.II,gut'ihlxwi'y,small-child.I-1SG.II,hlgu-t'ihlxw-1SG.II,hlgu-t'ihlxw-'y,1024
